alloy,solute,plane,T_C,T_K,wt_solute,xB_bulk,L,seed,A_scale,omega_scale,include_elastic,omega_Jmol,omega_source,gamma0_Fe_plane_Jm2,gamma0_solute_weighted_Jm2,Omega_m2mol,zl,zv,mc_steps,delta_max,delta_final,acceptance_ratio,gamma_mc_Jm2,gamma_Jm2,gamma_polish_improvement_Jm2,ads_monolayers,ads_first2_monolayers,phase,tdb_path,a_Fe_BCC_m,F_L1,yB_mc_L1,yB_L1,F_L2,yB_mc_L2,yB_L2,F_L3,yB_mc_L3,yB_L3,F_L4,yB_mc_L4,yB_L4,F_L5,yB_mc_L5,yB_L5,F_L6,yB_mc_L6,yB_L6,F_L7,yB_mc_L7,yB_L7,F_L8,yB_mc_L8,yB_L8,F_L9,yB_mc_L9,yB_L9,F_L10,yB_mc_L10,yB_L10,term1_Jmol,term2_Jmol,term3_Jmol,term4_Jmol,term5_Jmol,Eel_Jmol,total_Jmol,term1_Jm2,term2_Jm2,term3_Jm2,term4_Jm2,term5_Jm2,Eel_Jm2,total_Jm2,test_type,test_value,case_id
Fe-6.207Mo_wt,MO,100,475.0,748.15,6.207,0.03708831405587855,4,1,0.0,1.0,False,216.1662398979425,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.88637,2.5051657324810277,2.5045393115642254,0.0006264209168023172,-0.0359634993143814,-0.035943180825501096,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.001484375001,0.0,0.046944384785256005,0.036749072285256,0.0,0.027432315778949466,0.03708075327894946,0.0,0.030317743843927325,0.037075556343927334,,,,,,,,,,,,,,,,,,,123706.15735570532,195.80094559514458,-2.3776661753178816,-0.020892042908623475,-0.0,0.0,123899.55974308222,2.5006298232404554,0.003957973430263687,-4.806278907050498e-05,-4.223174228547296e-07,-0.0,0.0,2.5045393115642254,seed,1,seed|Fe-6.207Mo_wt|100|475.0|1
Fe-6.207Mo_wt,MO,100,475.0,748.15,6.207,0.03708831405587855,4,2,0.0,1.0,False,216.1662398979425,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.886205,2.5049227629824373,2.5045393058577794,0.0003834571246579266,-0.03594382792545295,-0.03593520140101263,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.001503906251,0.0,0.04566330170974447,0.03673752045974447,0.0,0.0320038754034854,0.0370820004034854,0.0,0.03985943868383138,0.03708600118383138,,,,,,,,,,,,,,,,,,,123706.5673209117,195.40703204588874,-2.393301468842149,-0.021590704398113246,-0.0,0.0,123899.55946078434,2.5006381103883504,0.003950010754919926,-4.837884513527691e-05,-4.364403557330351e-07,-0.0,0.0,2.5045393058577794,seed,2,seed|Fe-6.207Mo_wt|100|475.0|2
Fe-6.207Mo_wt,MO,100,500.0,773.15,6.207,0.03708831405587855,4,0,0.0,1.0,False,263.985388098268,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.88768,2.5050043966376303,2.504658826621136,0.00034557001649426766,-0.03580404769938508,-0.035804030474714324,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0016992187509999998,0.0,0.04374369138604278,0.03667337888604277,0.0,0.03428693124210097,0.03707989999210096,0.0,0.04047561714498537,0.037096710894985375,,,,,,,,,,,,,,,,,,,123710.66697297542,197.94987388643483,-3.1136754180328263,-0.031018496211898165,-0.0,0.0,123905.47215294761,2.500720981867302,0.0040014124496954686,-6.29406795640353e-05,-6.270162969860151e-07,-0.0,0.0,2.504658826621136,seed,0,seed|Fe-6.207Mo_wt|100|500.0|0
Fe-6.207Mo_wt,MO,100,500.0,773.15,6.207,0.03708831405587855,4,1,0.0,1.0,False,263.985388098268,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.88747,2.5054427857670665,2.5046588282431475,0.0007839575239190211,-0.03584147396123619,-0.03579943410894391,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0017187500009999998,0.0,0.035994381501813194,0.036658444001813194,0.0,0.050385939584945694,0.03706562708494569,0.0,0.050076773674519126,0.037068961174519126,,,,,,,,,,,,,,,,,,,123711.0769381818,197.56019573714298,-3.1327694681998843,-0.03213126222434163,-0.0,0.0,123905.47223318851,2.500729269015197,0.00399353538987554,-6.33266518738606e-05,-6.495100510277265e-07,-0.0,0.0,2.5046588282431475,seed,1,seed|Fe-6.207Mo_wt|100|500.0|1
Fe-6.207Mo_wt,MO,100,500.0,773.15,6.207,0.03708831405587855,4,2,0.0,1.0,False,263.985388098268,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.886705,2.5052760557865477,2.5046588267289605,0.0006172290575872097,-0.03580949506036015,-0.03580781077849354,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0016992187509999998,0.0,0.04686491108226356,0.036669598582263555,0.0,0.04735111222264118,0.037077674722641174,0.0,0.04235117535724932,0.037097269107249316,,,,,,,,,,,,,,,,,,,123710.66697297542,197.9501637343736,-3.1136754180328263,-0.03130301009416241,-0.0,0.0,123905.47215828167,2.500720981867302,0.004001418308760331,-6.29406795640353e-05,-6.327675377837561e-07,-0.0,0.0,2.5046588267289605,seed,2,seed|Fe-6.207Mo_wt|100|500.0|2
Fe-6.207Mo_wt,MO,100,525.0,798.15,6.207,0.03708831405587855,4,0,0.0,1.0,False,319.0721139348354,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.888565,2.5050514179598657,2.5047728073854647,0.0002786105744010392,-0.03566194156156861,-0.035640831502574404,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0019335937510000004,0.0,0.03628970285818269,0.03660220285818269,0.0,0.034377038269601645,0.03707235076960164,0.0,0.03845035478316125,0.03708316728316125,,,,,,,,,,,,,,,,,,,123715.5865554519,199.60822544171677,-4.0403582668984965,-0.04364126778794652,-0.0,0.0,123911.11078135893,2.5008204276420436,0.004034934817904119,-8.167289805737814e-05,-8.821764258731862e-07,-0.0,0.0,2.5047728073854647,seed,0,seed|Fe-6.207Mo_wt|100|525.0|0
Fe-6.207Mo_wt,MO,100,525.0,798.15,6.207,0.03708831405587855,4,1,0.0,1.0,False,319.0721139348354,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.88875,2.50505130731169,2.5047728071498847,0.0002785001618050842,-0.03563440956683801,-0.035630362891565404,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0019335937510000004,0.0,0.03682751521919169,0.03661267146919169,0.0,0.03538373935150607,0.037082958101506074,0.0,0.03962868583497841,0.037089623334978415,,,,,,,,,,,,,,,,,,,123715.5865554519,199.6072608527457,-4.0403582668984965,-0.042688332944489434,-0.0,0.0,123911.1107697048,2.5008204276420436,0.0040349153194409884,-8.167289805737814e-05,-8.62913542439649e-07,-0.0,0.0,2.5047728071498847,seed,1,seed|Fe-6.207Mo_wt|100|525.0|1
Fe-6.207Mo_wt,MO,100,525.0,798.15,6.207,0.03708831405587855,4,2,0.0,1.0,False,319.0721139348354,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.888845,2.5052561213761346,2.5047728071923534,0.0004833141837812249,-0.03564271260608196,-0.035630927575876783,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0019335937510000004,0.0,0.030967575534880304,0.03661210678488031,0.0,0.0310079143032492,0.03708213305324921,0.0,0.04403583502830272,0.03708271002830271,,,,,,,,,,,,,,,,,,,123715.5865554519,199.60731474260925,-4.0403582668984965,-0.04274012189251868,-0.0,0.0,123911.11077180572,2.5008204276420436,0.004034916408785309,-8.167289805737814e-05,-8.63960418284186e-07,-0.0,0.0,2.5047728071923534,seed,2,seed|Fe-6.207Mo_wt|100|525.0|2
Fe-6.207Mo_wt,MO,100,550.0,823.15,6.207,0.03708831405587855,4,0,0.0,1.0,False,382.2047720910872,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.88954,2.505289642275961,2.5048805197584456,0.00040912251751556994,-0.035452224746333263,-0.035426921874024214,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0022070312510000007,0.0,0.03187470623673288,0.03654267498673288,0.0,0.03740187230747801,0.03706984105747801,0.0,0.03165179668197004,0.03708148418197004,,,,,,,,,,,,,,,,,,,123721.32606834112,200.39829486998119,-5.226824779421306,-0.05822598138099525,-0.0,0.0,123916.4393124503,2.5009364477125757,0.004050905495653552,-0.00010565645400083497,-1.1769957829188449e-06,-0.0,0.0,2.5048805197584456,seed,0,seed|Fe-6.207Mo_wt|100|550.0|0
Fe-6.207Mo_wt,MO,100,550.0,823.15,6.207,0.03708831405587855,4,1,0.0,1.0,False,382.2047720910872,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.89107,2.5057251455458522,2.5048805228268622,0.0008446227189899957,-0.03546242735831356,-0.03545880841686761,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0021875000010000006,0.0,0.050280319693889484,0.036530319693889486,0.0,0.046137080059615476,0.037074580059615475,0.0,0.03159061661069567,0.03709842911069568,,,,,,,,,,,,,,,,,,,123720.91610313473,200.78210988921361,-5.199179927011208,-0.05956885205548752,-0.0,0.0,123916.43946424488,2.5009281605646803,0.004058664036571935,-0.00010509763345484553,-1.2041409350209727e-06,-0.0,0.0,2.5048805228268622,seed,1,seed|Fe-6.207Mo_wt|100|550.0|1
Fe-6.207Mo_wt,MO,100,550.0,823.15,6.207,0.03708831405587855,4,2,0.0,1.0,False,382.2047720910872,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.888965,2.5052975208290382,2.5048805197163215,0.00041700111271669726,-0.03543256715389759,-0.035439844847849435,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0022070312510000007,0.0,0.042818814512907664,0.03652975201290766,0.0,0.0332210232009377,0.03708821070093769,0.0,0.03887303885477125,0.03709569510477125,,,,,,,,,,,,,,,,,,,123721.32606834112,200.39964004606418,-5.226824779421306,-0.059573241320805784,-0.0,0.0,123916.43931036643,2.5009364477125757,0.004050932687407806,-0.00010565645400083497,-1.2042296608208163e-06,-0.0,0.0,2.5048805197163215,seed,2,seed|Fe-6.207Mo_wt|100|550.0|2
Fe-6.207Mo_wt,MO,100,575.0,848.15,6.207,0.03708831405587855,4,0,0.0,1.0,False,454.33461488516264,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.89062,2.5054949371511843,2.50498106638165,0.0005138707695344635,-0.0352459741158596,-0.03524051755405808,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0024804687510000005,0.0,0.03391657930669902,0.03645564180669902,0.0,0.04474258467271882,0.03708633467271882,0.0,0.041479368127236765,0.037084836877236765,,,,,,,,,,,,,,,,,,,123727.06558123033,201.1006613573352,-6.6733013209183145,-0.07958736652994135,-0.0,0.0,123921.41335390022,2.5010524677831074,0.00406510332236376,-0.0001348959232043322,-1.6088006171405164e-06,-0.0,0.0,2.50498106638165,seed,0,seed|Fe-6.207Mo_wt|100|575.0|0
Fe-6.207Mo_wt,MO,100,575.0,848.15,6.207,0.03708831405587855,4,1,0.0,1.0,False,454.33461488516264,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.8915,2.505349260559448,2.504981066238718,0.0003681943207300975,-0.03524439937886886,-0.03523973789156541,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0024804687510000005,0.0,0.03682751521919169,0.03645642146919169,0.0,0.03657453078947523,0.03708234328947523,0.0,0.03962868583497841,0.037089623334978415,,,,,,,,,,,,,,,,,,,123727.06558123033,201.1005653221059,-6.6733013209183145,-0.07949840215397788,-0.0,0.0,123921.41334682937,2.5010524677831074,0.004065101381081583,-0.0001348959232043322,-1.6070022671109335e-06,-0.0,0.0,2.504981066238718,seed,1,seed|Fe-6.207Mo_wt|100|575.0|1
Fe-6.207Mo_wt,MO,100,575.0,848.15,6.207,0.03708831405587855,4,2,0.0,1.0,False,454.33461488516264,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.89066,2.5056206944152617,2.5049810663709713,0.0006396280442904079,-0.03524474892812696,-0.03523113775623833,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0024804687510000005,0.0,0.03345720910451877,0.03646502160451877,0.0,0.0483486055302364,0.0370790742802364,0.0,0.033333942659632076,0.03708394265963207,,,,,,,,,,,,,,,,,,,123727.06558123033,201.0994974623875,-6.6733013209183145,-0.078423999851084,-0.0,0.0,123921.41335337196,2.5010524677831074,0.004065079795075551,-0.0001348959232043322,-1.5852840075011928e-06,-0.0,0.0,2.5049810663709713,seed,2,seed|Fe-6.207Mo_wt|100|575.0|2
Fe-6.207Mo_wt,MO,100,600.0,873.15,6.207,0.03708831405587855,4,0,0.0,1.0,False,536.6851744374231,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.891915,2.5060136876584465,2.505073314605513,0.0009403730529333743,-0.035002510807404685,-0.034990787712778755,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,0.009316277611029766,0.0028125000010000003,0.0,0.026881152897978343,0.03637334039797834,0.0,0.033637778984449515,0.03707527898444951,0.0,0.03423806353268166,0.03708962603268166,,,,,,,,,,,,,,,,,,,123734.03498973868,200.5899266997861,-8.542785602105479,-0.10525730162353188,-0.0,0.0,123925.97687353473,2.501193349297325,0.004054779193446253,-0.00017268618560957103,-2.1276996487473596e-06,-0.0,0.0,2.505073314605513,seed,0,seed|Fe-6.207Mo_wt|100|600.0|0
Fe-6.207Mo_wt,MO,100,600.0,873.15,6.207,0.03708831405587855,4,1,0.0,1.0,False,536.6851744374231,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.891975,2.505690040665249,2.505073313681066,0.0006167269841830247,-0.035040847521796134,-0.03501984824613145,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0027929687510000003,0.0,0.02702787361462565,0.03636381111462565,0.0,0.03623666873848724,0.03707651248848725,0.0,0.03885646009760517,0.03707911634760516,,,,,,,,,,,,,,,,,,,123733.6250245323,200.96248810571976,-8.503967189774226,-0.10671764593657918,-0.0,0.0,123925.97682780233,2.50118506214943,0.0040623102507725845,-0.00017190149969222208,-2.1572194448469615e-06,-0.0,0.0,2.505073313681066,seed,1,seed|Fe-6.207Mo_wt|100|600.0|1
Fe-6.207Mo_wt,MO,100,600.0,873.15,6.207,0.03708831405587855,4,2,0.0,1.0,False,536.6851744374231,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.891625,2.505528521243384,2.5050733135082655,0.00045520773511853463,-0.03503925971152532,-0.03501967002460496,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.0027929687510000003,0.0,0.03312180183615215,0.03636398933615214,0.0,0.03918160007008911,0.03707222507008911,0.0,0.03474106335474762,0.03708481335474763,,,,,,,,,,,,,,,,,,,123733.6250245323,200.96246641488,-8.503967189774226,-0.10670450353163798,-0.0,0.0,123925.97681925389,2.50118506214943,0.0040623098123080655,-0.00017190149969222208,-2.1569537807082672e-06,-0.0,0.0,2.5050733135082655,seed,2,seed|Fe-6.207Mo_wt|100|600.0|2
Fe-6.207Mo_wt,MO,100,625.0,898.15,6.207,0.03708831405587855,4,0,0.0,1.0,False,630.9129147079997,CALPHAD_LSQ,2.5,2.924301972231416,49470.0,0,4,200000,1.5,0.2,0.893725,2.5057734342344387,2.5051557582411323,0.0006176759933063103,-0.034751576741822304,-0.034729863745387654,BCC_A2,C:\Users\dwack\Documents\Python Scripts\varios\steel_database_fix.tdb,2.866e-10,0.0,1e-12,0.003164062501,0.0,0.03987645186536944,0.03628270186536944,0.0,0.038931405332280816,0.03707593658228082,0.0,0.04442272853304163,0.03707897853304163,,,,,,,,,,,,,,,,,,,123741.41436345338,199.64307269223707,-10.86408330189162,-0.13799265491658916,-0.0,0.0,123930.05536018882,2.5013425179594377,0.004035639229679342,-0.00021960952702428988,-2.7894209605132233e-06,-0.0,0.0,2.5051557582411323,seed,0,seed|Fe-6.207Mo_wt|100|625.0|0
